# BUSCO version is: 5.8.0 
# The lineage dataset is: micrococcales_odb10 (Creation date: 2024-01-08, number of genomes: 234, number of BUSCOs: 537)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
74253at85006	Missing
74261at85006	Complete	NODE_1_length_1475171_cov_354.830449	983258	983093	-	79.1	48	https://v10-1.orthodb.org/?query=74261at85006	A5CRJ3_CLAM3
74614at85006	Complete	NODE_3_length_491278_cov_352.009914	466184	466526	+	106.7	84	https://v10-1.orthodb.org/?query=74614at85006	Holo-
74720at85006	Complete	NODE_1_length_1475171_cov_354.830449	555238	555619	+	158.6	106	https://v10-1.orthodb.org/?query=74720at85006	Ribosomal protein L7/L12
74927at85006	Complete	NODE_1_length_1475171_cov_354.830449	856067	856619	+	157.4	126	https://v10-1.orthodb.org/?query=74927at85006	DivIVA domain
75047at85006	Complete	NODE_1_length_1475171_cov_354.830449	1200622	1200847	+	94.5	63	https://v10-1.orthodb.org/?query=75047at85006	K homology domain-like, alpha/beta
75136at85006	Complete	NODE_1_length_1475171_cov_354.830449	1318590	1318983	+	128.3	98	https://v10-1.orthodb.org/?query=75136at85006	Soluble ligand binding domain
75209at85006	Complete	NODE_1_length_1475171_cov_354.830449	1243288	1243024	-	152.4	85	https://v10-1.orthodb.org/?query=75209at85006	ATP-dependent Clp protease adapter protein ClpS
75251at85006	Missing
75344at85006	Complete	NODE_5_length_178176_cov_341.842385	42665	42845	+	97.1	57	https://v10-1.orthodb.org/?query=75344at85006	Exonuclease VII, small subunit
75424at85006	Complete	NODE_3_length_491278_cov_352.009914	340976	341153	+	95.1	52	https://v10-1.orthodb.org/?query=75424at85006	Ribosomal protein L30, ferredoxin-like fold domain
75725at85006	Complete	NODE_7_length_24482_cov_367.297439	22629	22815	+	125.5	54	https://v10-1.orthodb.org/?query=75725at85006	Ribosomal protein S18
75740at85006	Missing
75830at85006	Complete	NODE_1_length_1475171_cov_354.830449	542517	542670	+	97.2	51	https://v10-1.orthodb.org/?query=75830at85006	Protein translocase subunit SecE
76225at85006	Complete	NODE_1_length_1475171_cov_354.830449	1324528	1324270	-	124.8	81	https://v10-1.orthodb.org/?query=76225at85006	Ribosomal protein S20
76387at85006	Missing
76842at85006	Complete	NODE_3_length_491278_cov_352.009914	336875	337100	+	146.6	73	https://v10-1.orthodb.org/?query=76842at85006	Ribosomal protein L29/L35
76919at85006	Complete	NODE_2_length_676389_cov_354.803251	634557	634170	-	101.2	84	https://v10-1.orthodb.org/?query=76919at85006	Large-conductance mechanosensitive channel
77383at85006	Complete	NODE_1_length_1475171_cov_354.830449	737270	737459	+	94.5	58	https://v10-1.orthodb.org/?query=77383at85006	Ribosomal protein L35
77492at85006	Missing
78839at85006	Missing
78934at85006	Missing
79083at85006	Complete	NODE_4_length_275063_cov_365.955049	48269	48092	-	84.0	51	https://v10-1.orthodb.org/?query=79083at85006	Cell division protein CrgA
